id,evaluated_at,feedback,score,decision,panel_member_id,interview_id,candidate_id
ea921940-2da9-4f4a-a2ab-04457b16fc91,2025-05-18,"No show",2.61,Proceed,d34907b3-ede7-4fb2-9296-142d01f7755a,c066bda3-2a14-4a78-a924-475ba00e8a4e,7eb83b44-75fa-4844-b183-32ce087fda59
eae9eb5e-b571-4a88-b5c2-1cb509f77472,2023-08-16,"Strong fit",1.04,Reject,4d98a907-8167-4fae-a73b-cac743af7a46,bc2707eb-8bc2-48df-a3fb-d4c7d9cbc814,ef14bbdc-5693-40d4-975e-3ae84a0d2568
f05907b9-649a-46d0-9c94-76fa5e5a855d,2022-08-20,"Strong fit",4.24,Hold,1f8a9b8f-1c3a-4753-93f7-7af4f80dd4c4,dc9ccecf-2183-49d5-82d8-3aba500c6736,ca186fef-9ae4-4289-814e-d47c577caab5
f17f96cf-09c4-4963-926c-cdc98af3d7ab,2025-08-15,Weak,2.5,Hold,d34907b3-ede7-4fb2-9296-142d01f7755a,3e45d22a-77bc-4a07-b470-411c1977120a,38108624-bd6a-41c2-a113-7a74c43d6820
f389b80c-360c-44bf-98f7-23702bd8e4ac,2022-10-30,Good,1.13,Reject,807cd085-3a00-499b-8ed3-66c5db074041,44b5a1fd-f8b6-4539-81d6-b5eb0a275a80,75a24a0b-ac9c-47b5-8430-c14bee370592
f3b7ad7c-da45-4f02-a307-7c584ed1def5,2024-09-04,Average,4.74,Proceed,a6b9e182-8efb-40c4-963d-923da24621a0,68966105-b923-410c-84eb-e378e608bb5b,d53814e1-3122-4730-9d7b-973a302e5376
f4166c11-bd6d-49c8-9b6d-dbc1cd84d285,2025-11-10,"Strong fit",3.39,Hold,8c498c0c-a881-42d3-8c56-911b738bd528,ecd648e1-43c2-4daa-ac67-776003e19e86,d5345435-728a-4664-af39-c9e4a2b936c7
f50f28bb-4e9e-4c94-9220-e60466e26545,2023-08-28,"No show",3.7,Proceed,959fc0d0-42ad-4a2c-a463-8d68d232c276,a332d7fe-5818-4ea0-9586-6569cfb432b9,b6c62436-5370-41fe-88f4-5a1d1ee646e5
f5837382-fb11-4497-895e-4f5d1753ed9b,2022-07-03,"No show",1.93,Reject,807cd085-3a00-499b-8ed3-66c5db074041,1bde0ee4-bbb8-42ff-bdb3-4d560795c1cd,c4f9e90b-93d9-4f95-88dd-e3c25dbeeeba
f9c261b3-8bdb-43b9-a21d-78d5b453d35d,2023-06-10,Weak,1.86,Reject,72e54aef-d0b8-489c-9bcc-4f7096b45d53,c0b132e6-6018-43b5-924c-6e168903a166,10deb03f-e941-427d-8f68-2d349e710a19
fcd83c6c-382f-464f-bd82-0557152f2abf,2023-05-12,"Strong fit",3.68,Reject,807cd085-3a00-499b-8ed3-66c5db074041,ca45533d-cb5f-4c2b-8a59-ebffea89a5f0,dd71ab7f-280b-4a7a-ac3e-0adfb7642ef0
fd0e26da-b5ab-4ab9-abe6-bd5c7c99ceb6,2025-12-11,Average,3.76,Reject,72e54aef-d0b8-489c-9bcc-4f7096b45d53,31739c54-431a-481b-9dc5-47a6ff07015d,b6c62436-5370-41fe-88f4-5a1d1ee646e5
fdb4cd65-ca8c-41b8-bbc8-378d52763884,2024-12-12,Weak,3.11,Hold,6a3a6e27-05a8-4314-8631-4cda51b09e35,43d52a09-41e3-4d63-a4cf-10f06b46f114,12845a9e-d330-4b9e-940f-070d0afce5b5
febe8481-67ef-4c23-8823-8e4f75113450,2025-06-13,"Strong fit",1.96,Proceed,d34907b3-ede7-4fb2-9296-142d01f7755a,dc9ccecf-2183-49d5-82d8-3aba500c6736,ca186fef-9ae4-4289-814e-d47c577caab5
